cell_type	product_name	dose	n_cells	n_sig_deg
K562	Ofloxacin	10.0	241	1087
K562	Ofloxacin	100.0	232	1206
K562	Ofloxacin	1000.0	256	835
K562	Ofloxacin	10000.0	224	1236
K562	PCI-34051	10.0	222	888
K562	PCI-34051	100.0	220	1039
K562	PCI-34051	1000.0	214	1185
K562	PCI-34051	10000.0	178	1792
K562	PD98059	10.0	223	1099
K562	PD98059	100.0	202	1407
K562	PD98059	1000.0	222	974
K562	PD98059	10000.0	212	1059
K562	PD173074	10.0	236	1124
K562	PD173074	100.0	242	1113
K562	PD173074	1000.0	238	853
K562	PD173074	10000.0	206	1174
K562	PF-3845	10.0	202	1030
K562	PF-3845	100.0	187	1561
K562	PF-3845	1000.0	205	1379
K562	PF-3845	10000.0	209	1266
K562	PF-573228	10.0	111	2744
K562	PF-573228	100.0	170	1543
K562	PF-573228	1000.0	226	1031
K562	PF-573228	10000.0	179	1167
K562	PFI-1 (PF-6405761)	10.0	263	917
K562	PFI-1 (PF-6405761)	100.0	245	1098
K562	PFI-1 (PF-6405761)	1000.0	195	1860
K562	PFI-1 (PF-6405761)	10000.0	109	4454
K562	PHA-680632	10.0	209	1102
K562	PHA-680632	100.0	191	1524
K562	PHA-680632	1000.0	146	1481
K562	PHA-680632	10000.0	96	3601
K562	PJ34	10.0	242	1024
K562	PJ34	100.0	229	1224
K562	PJ34	1000.0	217	1266
K562	PJ34	10000.0	169	1572
K562	Panobinostat (LBH589)	10.0	142	3297
K562	Panobinostat (LBH589)	100.0	80	5638
K562	Panobinostat (LBH589)	1000.0	63	5944
K562	Panobinostat (LBH589)	10000.0	60	6127
K562	Patupilone (EPO906, Epothilone B)	10.0	53	5001
K562	Patupilone (EPO906, Epothilone B)	100.0	50	4597
K562	Patupilone (EPO906, Epothilone B)	1000.0	77	3062
K562	Patupilone (EPO906, Epothilone B)	10000.0	57	3600
K562	Pelitinib (EKB-569)	10.0	219	923
K562	Pelitinib (EKB-569)	100.0	221	1063
K562	Pelitinib (EKB-569)	1000.0	204	1474
K562	Pelitinib (EKB-569)	10000.0	86	3768
K562	Pirarubicin	10.0	177	1590
K562	Pirarubicin	100.0	186	1174
K562	Pirarubicin	1000.0	179	957
K562	Pirarubicin	10000.0	146	1454
K562	Pracinostat (SB939)	10.0	225	945
K562	Pracinostat (SB939)	100.0	175	2514
K562	Pracinostat (SB939)	1000.0	103	4278
K562	Pracinostat (SB939)	10000.0	75	5122
K562	Prednisone 	10.0	217	991
K562	Prednisone 	100.0	206	1149
K562	Prednisone 	1000.0	232	907
K562	Prednisone 	10000.0	228	962
K562	Quercetin	10.0	190	1539
K562	Quercetin	100.0	209	1253
K562	Quercetin	1000.0	202	1307
K562	Quercetin	10000.0	160	1957
K562	Quisinostat (JNJ-26481585) 2HCl	10.0	104	4790
K562	Quisinostat (JNJ-26481585) 2HCl	100.0	98	5012
K562	Quisinostat (JNJ-26481585) 2HCl	1000.0	75	5249
K562	Quisinostat (JNJ-26481585) 2HCl	10000.0	74	5993
K562	RG108	10.0	224	1295
K562	RG108	100.0	210	1304
K562	RG108	1000.0	203	1153
K562	RG108	10000.0	195	1474
K562	Raltitrexed	10.0	148	1667
K562	Raltitrexed	100.0	172	1162
K562	Raltitrexed	1000.0	171	1229
K562	Raltitrexed	10000.0	179	934
K562	Ramelteon	10.0	211	1072
K562	Ramelteon	100.0	244	777
K562	Ramelteon	1000.0	257	803
K562	Ramelteon	10000.0	245	803
K562	Regorafenib (BAY 73-4506)	10.0	154	1831
K562	Regorafenib (BAY 73-4506)	100.0	204	1376
K562	Regorafenib (BAY 73-4506)	1000.0	223	1099
K562	Regorafenib (BAY 73-4506)	10000.0	77	4038
K562	Resminostat	10.0	233	937
K562	Resminostat	100.0	197	1304
K562	Resminostat	1000.0	171	1626
K562	Resminostat	10000.0	104	4979
K562	Resveratrol	10.0	194	1233
K562	Resveratrol	100.0	204	1122
K562	Resveratrol	1000.0	222	1105
K562	Resveratrol	10000.0	234	829
K562	Rigosertib (ON-01910)	10.0	189	1361
K562	Rigosertib (ON-01910)	100.0	149	1346
K562	Rigosertib (ON-01910)	1000.0	56	4305
K562	Rigosertib (ON-01910)	10000.0	43	5354
K562	Roscovitine (Seliciclib,CYC202)	10.0	214	1111
K562	Roscovitine (Seliciclib,CYC202)	100.0	220	909
K562	Roscovitine (Seliciclib,CYC202)	1000.0	236	1016
K562	Roscovitine (Seliciclib,CYC202)	10000.0	257	826
K562	Roxadustat (FG-4592)	10.0	184	1580
K562	Roxadustat (FG-4592)	100.0	171	1985
K562	Roxadustat (FG-4592)	1000.0	218	1242
K562	Roxadustat (FG-4592)	10000.0	237	1003
K562	Rucaparib (AG-014699,PF-01367338) phosphate	10.0	265	911
K562	Rucaparib (AG-014699,PF-01367338) phosphate	100.0	171	1692
K562	Rucaparib (AG-014699,PF-01367338) phosphate	1000.0	156	1457
K562	Rucaparib (AG-014699,PF-01367338) phosphate	10000.0	196	1423
K562	Ruxolitinib (INCB018424)	10.0	206	1402
K562	Ruxolitinib (INCB018424)	100.0	199	1456
K562	Ruxolitinib (INCB018424)	1000.0	173	1829
K562	Ruxolitinib (INCB018424)	10000.0	232	821
K562	S3I-201	10.0	253	921
K562	S3I-201	100.0	229	866
K562	S3I-201	1000.0	259	848
K562	S3I-201	10000.0	264	850
K562	S-Ruxolitinib (INCB018424)	10.0	206	1365
K562	S-Ruxolitinib (INCB018424)	100.0	183	1375
K562	S-Ruxolitinib (INCB018424)	1000.0	187	1667
K562	S-Ruxolitinib (INCB018424)	10000.0	208	1292
K562	SB431542	10.0	198	1278
K562	SB431542	100.0	189	1649
K562	SB431542	1000.0	205	1444
K562	SB431542	10000.0	274	721
K562	SGI-1776 free base	10.0	200	1258
K562	SGI-1776 free base	100.0	225	932
K562	SGI-1776 free base	1000.0	183	1498
K562	SGI-1776 free base	10000.0	43	6075
K562	SL-327	10.0	182	1483
K562	SL-327	100.0	182	1663
K562	SL-327	1000.0	210	1386
K562	SL-327	10000.0	205	1516
K562	SNS-314	10.0	164	880
K562	SNS-314	100.0	153	879
K562	SNS-314	1000.0	191	580
K562	SNS-314	10000.0	154	1223
K562	SRT1720 HCl	10.0	230	900
K562	SRT1720 HCl	100.0	219	991
K562	SRT1720 HCl	1000.0	261	821
K562	SRT1720 HCl	10000.0	55	3193
K562	SRT2104 (GSK2245840)	10.0	242	941
K562	SRT2104 (GSK2245840)	100.0	242	1136
K562	SRT2104 (GSK2245840)	1000.0	246	1070
K562	SRT2104 (GSK2245840)	10000.0	227	1147
K562	SRT3025 HCl	10.0	221	1014
K562	SRT3025 HCl	100.0	194	1503
K562	SRT3025 HCl	1000.0	181	1707
K562	SRT3025 HCl	10000.0	177	1616
K562	Selisistat (EX 527)	10.0	223	922
K562	Selisistat (EX 527)	100.0	212	1166
K562	Selisistat (EX 527)	1000.0	187	1480
K562	Selisistat (EX 527)	10000.0	240	865
K562	Sirtinol	10.0	225	1101
K562	Sirtinol	100.0	210	1164
K562	Sirtinol	1000.0	196	1503
K562	Sirtinol	10000.0	242	1092
K562	Sodium Phenylbutyrate	10.0	192	1131
K562	Sodium Phenylbutyrate	100.0	193	1534
K562	Sodium Phenylbutyrate	1000.0	211	1292
K562	Sodium Phenylbutyrate	10000.0	186	1795
K562	Sorafenib Tosylate	10.0	214	1067
K562	Sorafenib Tosylate	100.0	229	960
K562	Sorafenib Tosylate	1000.0	219	1195
K562	Sorafenib Tosylate	10000.0	97	3427
K562	Streptozotocin (STZ)	10.0	232	1153
K562	Streptozotocin (STZ)	100.0	249	1000
K562	Streptozotocin (STZ)	1000.0	210	1096
K562	Streptozotocin (STZ)	10000.0	245	1011
K562	TAK-901	10.0	197	1080
K562	TAK-901	100.0	171	984
K562	TAK-901	1000.0	109	2564
K562	TAK-901	10000.0	58	5352
K562	TG101209	10.0	221	1227
K562	TG101209	100.0	210	1203
K562	TG101209	1000.0	158	1901
K562	TG101209	10000.0	63	4746
K562	TGX-221	10.0	217	1004
K562	TGX-221	100.0	226	1177
K562	TGX-221	1000.0	221	1129
K562	TGX-221	10000.0	212	1162
K562	TMP195	10.0	202	1215
K562	TMP195	100.0	166	1675
K562	TMP195	1000.0	168	1652
K562	TMP195	10000.0	192	1244
K562	Tacedinaline (CI994)	10.0	240	1092
K562	Tacedinaline (CI994)	100.0	185	1622
K562	Tacedinaline (CI994)	1000.0	216	1460
K562	Tacedinaline (CI994)	10000.0	133	3544
K562	Tanespimycin (17-AAG)	10.0	219	1037
K562	Tanespimycin (17-AAG)	100.0	171	2071
K562	Tanespimycin (17-AAG)	1000.0	125	3368
K562	Tanespimycin (17-AAG)	10000.0	84	4713
K562	Tazemetostat (EPZ-6438)	10.0	231	1039
K562	Tazemetostat (EPZ-6438)	100.0	254	945
K562	Tazemetostat (EPZ-6438)	1000.0	230	899
K562	Tazemetostat (EPZ-6438)	10000.0	212	1057
K562	Temsirolimus (CCI-779, NSC 683864)	10.0	159	2051
K562	Temsirolimus (CCI-779, NSC 683864)	100.0	173	1649
K562	Temsirolimus (CCI-779, NSC 683864)	1000.0	189	1635
K562	Temsirolimus (CCI-779, NSC 683864)	10000.0	116	2841
K562	Thalidomide	10.0	198	1470
K562	Thalidomide	100.0	210	1434
K562	Thalidomide	1000.0	222	1061
K562	Thalidomide	10000.0	208	1100
K562	Thiotepa	10.0	224	1016
K562	Thiotepa	100.0	248	1007
K562	Thiotepa	1000.0	251	683
K562	Thiotepa	10000.0	267	553
K562	Tie2 kinase inhibitor	10.0	251	989
K562	Tie2 kinase inhibitor	100.0	214	1061
K562	Tie2 kinase inhibitor	1000.0	264	748
K562	Tie2 kinase inhibitor	10000.0	251	841
K562	Tofacitinib (CP-690550) Citrate	10.0	259	958
K562	Tofacitinib (CP-690550) Citrate	100.0	224	1297
K562	Tofacitinib (CP-690550) Citrate	1000.0	208	1272
K562	Tofacitinib (CP-690550) Citrate	10000.0	206	1157
K562	Toremifene Citrate	10.0	210	1229
K562	Toremifene Citrate	100.0	251	1000
K562	Toremifene Citrate	1000.0	272	720
K562	Toremifene Citrate	10000.0	130	2084
K562	Tozasertib (VX-680, MK-0457)	10.0	197	1105
K562	Tozasertib (VX-680, MK-0457)	100.0	123	1473
K562	Tozasertib (VX-680, MK-0457)	1000.0	90	2824
K562	Tozasertib (VX-680, MK-0457)	10000.0	107	2894
K562	Trametinib (GSK1120212)	10.0	135	3103
K562	Trametinib (GSK1120212)	100.0	144	3065
K562	Trametinib (GSK1120212)	1000.0	165	2718
K562	Trametinib (GSK1120212)	10000.0	152	2695
K562	Tranylcypromine (2-PCPA) HCl	10.0	220	1206
K562	Tranylcypromine (2-PCPA) HCl	100.0	184	1257
K562	Tranylcypromine (2-PCPA) HCl	1000.0	223	1323
K562	Tranylcypromine (2-PCPA) HCl	10000.0	215	1244
K562	Triamcinolone Acetonide	10.0	233	1127
K562	Triamcinolone Acetonide	100.0	206	1345
K562	Triamcinolone Acetonide	1000.0	271	820
K562	Triamcinolone Acetonide	10000.0	265	726
K562	Trichostatin A (TSA)	10.0	219	1167
K562	Trichostatin A (TSA)	100.0	201	1508
K562	Trichostatin A (TSA)	1000.0	180	1717
K562	Trichostatin A (TSA)	10000.0	79	5082
K562	Tubastatin A HCl	10.0	233	1143
K562	Tubastatin A HCl	100.0	182	1082
K562	Tubastatin A HCl	1000.0	218	1197
K562	Tubastatin A HCl	10000.0	206	1526
K562	Tucidinostat (Chidamide)	10.0	217	1172
K562	Tucidinostat (Chidamide)	100.0	151	1971
K562	Tucidinostat (Chidamide)	1000.0	149	1847
K562	Tucidinostat (Chidamide)	10000.0	118	3932
K562	UNC0379	10.0	216	1378
K562	UNC0379	100.0	232	1081
K562	UNC0379	1000.0	213	1352
K562	UNC0379	10000.0	152	3386
K562	UNC0631	10.0	244	939
K562	UNC0631	100.0	208	1422
K562	UNC0631	1000.0	185	1694
K562	UNC0631	10000.0	191	1352
K562	UNC1999	10.0	221	1097
K562	UNC1999	100.0	204	1593
K562	UNC1999	1000.0	196	1413
K562	UNC1999	10000.0	183	1530
K562	Valproic acid sodium salt (Sodium valproate)	10.0	225	1143
K562	Valproic acid sodium salt (Sodium valproate)	100.0	177	1449
K562	Valproic acid sodium salt (Sodium valproate)	1000.0	221	1076
K562	Valproic acid sodium salt (Sodium valproate)	10000.0	235	1023
K562	Vandetanib (ZD6474)	10.0	202	1243
K562	Vandetanib (ZD6474)	100.0	215	1086
K562	Vandetanib (ZD6474)	1000.0	199	1561
K562	Vandetanib (ZD6474)	10000.0	68	4969
K562	Veliparib (ABT-888)	10.0	251	952
K562	Veliparib (ABT-888)	100.0	215	1158
K562	Veliparib (ABT-888)	1000.0	212	1352
K562	Veliparib (ABT-888)	10000.0	238	748
K562	WHI-P154	10.0	223	1180
K562	WHI-P154	100.0	233	1153
K562	WHI-P154	1000.0	229	952
K562	WHI-P154	10000.0	169	2053
K562	WP1066	10.0	218	1086
K562	WP1066	100.0	212	1252
K562	WP1066	1000.0	203	1448
K562	WP1066	10000.0	203	1549
K562	XAV-939	10.0	157	1889
K562	XAV-939	100.0	194	1441
K562	XAV-939	1000.0	250	841
K562	XAV-939	10000.0	164	1833
K562	YM155 (Sepantronium Bromide)	10.0	192	1403
K562	YM155 (Sepantronium Bromide)	100.0	146	1985
K562	YM155 (Sepantronium Bromide)	1000.0	95	3073
K562	YM155 (Sepantronium Bromide)	10000.0	75	4245
K562	ZM 447439	10.0	223	1116
K562	ZM 447439	100.0	211	1507
K562	ZM 447439	1000.0	192	918
K562	ZM 447439	10000.0	199	586
K562	Zileuton	10.0	204	1112
K562	Zileuton	100.0	242	1041
K562	Zileuton	1000.0	222	1093
K562	Zileuton	10000.0	246	750
MCF7	2-Methoxyestradiol (2-MeOE2)	10.0	423	1123
MCF7	2-Methoxyestradiol (2-MeOE2)	100.0	322	1807
MCF7	2-Methoxyestradiol (2-MeOE2)	1000.0	522	1151
MCF7	2-Methoxyestradiol (2-MeOE2)	10000.0	271	2312
MCF7	(+)-JQ1	10.0	405	1426
MCF7	(+)-JQ1	100.0	354	3253
MCF7	(+)-JQ1	1000.0	503	7959
MCF7	(+)-JQ1	10000.0	471	8349
MCF7	A-366	10.0	472	907
MCF7	A-366	100.0	369	1660
MCF7	A-366	1000.0	370	1363
MCF7	A-366	10000.0	388	1438
MCF7	ABT-737	10.0	378	1104
MCF7	ABT-737	100.0	277	2121
MCF7	ABT-737	1000.0	255	1776
MCF7	ABT-737	10000.0	335	1434
MCF7	AC480 (BMS-599626)	10.0	389	997
MCF7	AC480 (BMS-599626)	100.0	511	617
MCF7	AC480 (BMS-599626)	1000.0	433	1185
MCF7	AC480 (BMS-599626)	10000.0	299	2157
MCF7	AG-490 (Tyrphostin B42)	10.0	425	1090
MCF7	AG-490 (Tyrphostin B42)	100.0	485	1423
MCF7	AG-490 (Tyrphostin B42)	1000.0	394	1469
MCF7	AG-490 (Tyrphostin B42)	10000.0	464	818
MCF7	AG-14361	10.0	461	804
MCF7	AG-14361	100.0	514	851
MCF7	AG-14361	1000.0	411	1044
MCF7	AG-14361	10000.0	379	1186
MCF7	AICAR (Acadesine)	10.0	493	665
MCF7	AICAR (Acadesine)	100.0	490	797
MCF7	AICAR (Acadesine)	1000.0	371	1027
MCF7	AICAR (Acadesine)	10000.0	356	1215
MCF7	AMG-900	10.0	369	940
MCF7	AMG-900	100.0	358	939
MCF7	AMG-900	1000.0	313	947
MCF7	AMG-900	10000.0	352	1640
MCF7	AR-42	10.0	449	2200
MCF7	AR-42	100.0	456	4449
MCF7	AR-42	1000.0	391	6370
MCF7	AR-42	10000.0	410	8455
MCF7	AT9283	10.0	313	1344
MCF7	AT9283	100.0	180	2395
MCF7	AT9283	1000.0	147	2519
MCF7	AT9283	10000.0	281	2456
MCF7	AZ 960	10.0	572	1201
MCF7	AZ 960	100.0	501	1168
MCF7	AZ 960	1000.0	350	1965
MCF7	AZ 960	10000.0	235	2070
MCF7	AZD1480	10.0	438	1052
MCF7	AZD1480	100.0	473	1178
MCF7	AZD1480	1000.0	308	2189
MCF7	AZD1480	10000.0	182	3112
MCF7	Abexinostat (PCI-24781)	10.0	442	3965
MCF7	Abexinostat (PCI-24781)	100.0	402	5299
MCF7	Abexinostat (PCI-24781)	1000.0	383	7287
MCF7	Abexinostat (PCI-24781)	10000.0	480	8574
MCF7	Alendronate sodium trihydrate	10.0	383	1056
MCF7	Alendronate sodium trihydrate	100.0	191	2471
MCF7	Alendronate sodium trihydrate	1000.0	161	2597
MCF7	Alendronate sodium trihydrate	10000.0	280	1790
MCF7	Alisertib (MLN8237)	10.0	382	1353
MCF7	Alisertib (MLN8237)	100.0	238	1890
MCF7	Alisertib (MLN8237)	1000.0	280	1292
MCF7	Alisertib (MLN8237)	10000.0	233	2581
MCF7	Altretamine	10.0	431	999
MCF7	Altretamine	100.0	448	1124
MCF7	Altretamine	1000.0	377	1155
MCF7	Altretamine	10000.0	343	1514
MCF7	Alvespimycin (17-DMAG) HCl	10.0	358	1426
MCF7	Alvespimycin (17-DMAG) HCl	100.0	218	4602
MCF7	Alvespimycin (17-DMAG) HCl	1000.0	207	5177
MCF7	Alvespimycin (17-DMAG) HCl	10000.0	16	14418
MCF7	Aminoglutethimide 	10.0	436	883
MCF7	Aminoglutethimide 	100.0	336	1456
MCF7	Aminoglutethimide 	1000.0	283	1559
MCF7	Aminoglutethimide 	10000.0	477	786
MCF7	Amisulpride	10.0	411	1166
MCF7	Amisulpride	100.0	328	1208
MCF7	Amisulpride	1000.0	284	1787
MCF7	Amisulpride	10000.0	416	775
MCF7	Anacardic Acid	10.0	540	535
MCF7	Anacardic Acid	100.0	448	982
MCF7	Anacardic Acid	1000.0	435	953
MCF7	Anacardic Acid	10000.0	435	1117
MCF7	Andarine	10.0	429	790
MCF7	Andarine	100.0	331	1829
MCF7	Andarine	1000.0	336	1344
MCF7	Andarine	10000.0	480	818
MCF7	Aurora A Inhibitor I	10.0	438	1092
MCF7	Aurora A Inhibitor I	100.0	355	1491
MCF7	Aurora A Inhibitor I	1000.0	384	1425
MCF7	Aurora A Inhibitor I	10000.0	412	1693
MCF7	Avagacestat (BMS-708163)	10.0	382	1133
MCF7	Avagacestat (BMS-708163)	100.0	389	1138
MCF7	Avagacestat (BMS-708163)	1000.0	337	1221
MCF7	Avagacestat (BMS-708163)	10000.0	491	987
MCF7	Azacitidine 	10.0	441	1267
MCF7	Azacitidine 	100.0	358	1674
MCF7	Azacitidine 	1000.0	441	1131
MCF7	Azacitidine 	10000.0	398	1583
MCF7	BMS-265246	10.0	454	1023
MCF7	BMS-265246	100.0	546	1127
MCF7	BMS-265246	1000.0	360	1866
MCF7	BMS-265246	10000.0	297	2208
MCF7	BMS-536924	10.0	418	1026
MCF7	BMS-536924	100.0	310	1581
MCF7	BMS-536924	1000.0	282	2074
MCF7	BMS-536924	10000.0	304	3414
MCF7	BMS-754807	10.0	366	1816
MCF7	BMS-754807	100.0	303	2008
MCF7	BMS-754807	1000.0	306	2371
MCF7	BMS-754807	10000.0	136	3955
MCF7	BMS-911543	10.0	156	3513
MCF7	BMS-911543	100.0	248	1943
MCF7	BMS-911543	1000.0	444	1356
MCF7	BMS-911543	10000.0	423	2065
MCF7	BRD4770	10.0	558	633
MCF7	BRD4770	100.0	490	1084
MCF7	BRD4770	1000.0	418	941
MCF7	BRD4770	10000.0	432	984
MCF7	Barasertib (AZD1152-HQPA)	10.0	333	1243
MCF7	Barasertib (AZD1152-HQPA)	100.0	290	1355
MCF7	Barasertib (AZD1152-HQPA)	1000.0	349	876
MCF7	Barasertib (AZD1152-HQPA)	10000.0	328	1261
MCF7	Baricitinib (LY3009104, INCB028050)	10.0	502	653
MCF7	Baricitinib (LY3009104, INCB028050)	100.0	483	991
MCF7	Baricitinib (LY3009104, INCB028050)	1000.0	442	1219
MCF7	Baricitinib (LY3009104, INCB028050)	10000.0	513	894
MCF7	Belinostat (PXD101)	10.0	441	1864
MCF7	Belinostat (PXD101)	100.0	388	3126
MCF7	Belinostat (PXD101)	1000.0	387	6290
MCF7	Belinostat (PXD101)	10000.0	474	8581
MCF7	Bisindolylmaleimide IX (Ro 31-8220 Mesylate)	10.0	465	1063
MCF7	Bisindolylmaleimide IX (Ro 31-8220 Mesylate)	100.0	405	1538
MCF7	Bisindolylmaleimide IX (Ro 31-8220 Mesylate)	1000.0	393	2441
MCF7	Bisindolylmaleimide IX (Ro 31-8220 Mesylate)	10000.0	32	16909
MCF7	Bosutinib (SKI-606)	10.0	341	1386
MCF7	Bosutinib (SKI-606)	100.0	306	1417
MCF7	Bosutinib (SKI-606)	1000.0	278	2275
MCF7	Bosutinib (SKI-606)	10000.0	181	3896
MCF7	Busulfan 	10.0	444	962
MCF7	Busulfan 	100.0	425	1002
MCF7	Busulfan 	1000.0	465	979
MCF7	Busulfan 	10000.0	466	1029
MCF7	CEP-33779	10.0	444	1018
MCF7	CEP-33779	100.0	479	855
MCF7	CEP-33779	1000.0	446	1083
MCF7	CEP-33779	10000.0	504	1100
MCF7	CUDC-101	10.0	508	894
MCF7	CUDC-101	100.0	447	1230
MCF7	CUDC-101	1000.0	407	1687
MCF7	CUDC-101	10000.0	385	5283
MCF7	CUDC-907	10.0	470	4732
MCF7	CUDC-907	100.0	422	5224
MCF7	CUDC-907	1000.0	368	7149
MCF7	CUDC-907	10000.0	282	9587
MCF7	CYC116	10.0	352	1512
MCF7	CYC116	100.0	507	822
MCF7	CYC116	1000.0	399	1400
MCF7	CYC116	10000.0	240	1661
MCF7	Capecitabine 	10.0	422	1137
MCF7	Capecitabine 	100.0	431	1049
MCF7	Capecitabine 	1000.0	429	1314
MCF7	Capecitabine 	10000.0	490	972
MCF7	Carmofur	10.0	380	1082
MCF7	Carmofur	100.0	315	1599
MCF7	Carmofur	1000.0	369	1094
MCF7	Carmofur	10000.0	376	1414
MCF7	Cediranib (AZD2171)	10.0	415	928
MCF7	Cediranib (AZD2171)	100.0	406	1220
MCF7	Cediranib (AZD2171)	1000.0	323	1908
MCF7	Cediranib (AZD2171)	10000.0	281	3908
MCF7	Celecoxib	10.0	417	1013
MCF7	Celecoxib	100.0	327	1226
MCF7	Celecoxib	1000.0	222	2142
MCF7	Celecoxib	10000.0	423	897
MCF7	Cerdulatinib (PRT062070, PRT2070)	10.0	576	770
MCF7	Cerdulatinib (PRT062070, PRT2070)	100.0	507	962
MCF7	Cerdulatinib (PRT062070, PRT2070)	1000.0	469	915
MCF7	Cerdulatinib (PRT062070, PRT2070)	10000.0	354	1787
MCF7	Cimetidine 	10.0	334	963
MCF7	Cimetidine 	100.0	495	723
MCF7	Cimetidine 	1000.0	474	688
MCF7	Cimetidine 	10000.0	227	1790
MCF7	Clevudine 	10.0	507	858
MCF7	Clevudine 	100.0	474	934
MCF7	Clevudine 	1000.0	403	1159
MCF7	Clevudine 	10000.0	404	1057
MCF7	Costunolide	10.0	453	993
MCF7	Costunolide	100.0	365	1372
MCF7	Costunolide	1000.0	340	1588
MCF7	Costunolide	10000.0	406	1246
MCF7	Crizotinib (PF-02341066)	10.0	421	800
MCF7	Crizotinib (PF-02341066)	100.0	379	1457
MCF7	Crizotinib (PF-02341066)	1000.0	349	1003
MCF7	Crizotinib (PF-02341066)	10000.0	274	3780
MCF7	Curcumin	10.0	503	587
MCF7	Curcumin	100.0	523	656
MCF7	Curcumin	1000.0	438	782
MCF7	Curcumin	10000.0	446	916
MCF7	Cyclocytidine HCl	10.0	484	648
MCF7	Cyclocytidine HCl	100.0	517	617
MCF7	Cyclocytidine HCl	1000.0	367	1061
MCF7	Cyclocytidine HCl	10000.0	203	2438
MCF7	Dacinostat (LAQ824)	10.0	454	5919
MCF7	Dacinostat (LAQ824)	100.0	320	6864
MCF7	Dacinostat (LAQ824)	1000.0	358	8381
MCF7	Dacinostat (LAQ824)	10000.0	435	9048
MCF7	Danusertib (PHA-739358)	10.0	369	1230
MCF7	Danusertib (PHA-739358)	100.0	339	1396
MCF7	Danusertib (PHA-739358)	1000.0	342	1513
MCF7	Danusertib (PHA-739358)	10000.0	256	3983
MCF7	Daphnetin	10.0	507	575
MCF7	Daphnetin	100.0	489	954
MCF7	Daphnetin	1000.0	447	895
MCF7	Daphnetin	10000.0	406	735
MCF7	Dasatinib	10.0	382	1546
MCF7	Dasatinib	100.0	468	1853
MCF7	Dasatinib	1000.0	354	2405
MCF7	Dasatinib	10000.0	217	4873
MCF7	Decitabine	10.0	350	1373
MCF7	Decitabine	100.0	223	2573
MCF7	Decitabine	1000.0	163	2784
MCF7	Decitabine	10000.0	324	1425
MCF7	Disulfiram 	10.0	335	1139
MCF7	Disulfiram 	100.0	254	2049
MCF7	Disulfiram 	1000.0	297	1501
MCF7	Disulfiram 	10000.0	398	786
MCF7	Divalproex Sodium	10.0	377	1446
MCF7	Divalproex Sodium	100.0	369	1376
MCF7	Divalproex Sodium	1000.0	546	914
MCF7	Divalproex Sodium	10000.0	499	1074
MCF7	Droxinostat	10.0	276	1627
MCF7	Droxinostat	100.0	390	1191
MCF7	Droxinostat	1000.0	434	852
MCF7	Droxinostat	10000.0	421	953
MCF7	EED226	10.0	398	1264
MCF7	EED226	100.0	361	1558
MCF7	EED226	1000.0	468	1131
MCF7	EED226	10000.0	522	956
MCF7	ENMD-2076	10.0	499	766
MCF7	ENMD-2076	100.0	509	780
MCF7	ENMD-2076	1000.0	377	1303
MCF7	ENMD-2076	10000.0	223	2751
MCF7	ENMD-2076 L-(+)-Tartaric acid 	10.0	351	1284
MCF7	ENMD-2076 L-(+)-Tartaric acid 	100.0	485	1160
MCF7	ENMD-2076 L-(+)-Tartaric acid 	1000.0	386	1726
MCF7	ENMD-2076 L-(+)-Tartaric acid 	10000.0	151	3552
MCF7	Ellagic acid	10.0	315	1596
MCF7	Ellagic acid	100.0	265	1760
MCF7	Ellagic acid	1000.0	449	960
MCF7	Ellagic acid	10000.0	482	1125
MCF7	Entacapone	10.0	518	542
MCF7	Entacapone	100.0	472	1028
MCF7	Entacapone	1000.0	477	845
MCF7	Entacapone	10000.0	442	883
MCF7	Entinostat (MS-275)	10.0	411	983
MCF7	Entinostat (MS-275)	100.0	506	1197
MCF7	Entinostat (MS-275)	1000.0	398	3476
MCF7	Entinostat (MS-275)	10000.0	381	8198
MCF7	Enzastaurin (LY317615)	10.0	172	2474
MCF7	Enzastaurin (LY317615)	100.0	378	1053
MCF7	Enzastaurin (LY317615)	1000.0	438	707
MCF7	Enzastaurin (LY317615)	10000.0	356	2290
MCF7	Epothilone A	10.0	176	4288
MCF7	Epothilone A	100.0	146	3972
MCF7	Epothilone A	1000.0	141	4840
MCF7	Epothilone A	10000.0	182	2827
MCF7	FLLL32	10.0	506	826
MCF7	FLLL32	100.0	377	1378
MCF7	FLLL32	1000.0	407	1227
MCF7	FLLL32	10000.0	361	5735
MCF7	Fasudil (HA-1077) HCl	10.0	447	1265
MCF7	Fasudil (HA-1077) HCl	100.0	384	1132
MCF7	Fasudil (HA-1077) HCl	1000.0	511	1483
MCF7	Fasudil (HA-1077) HCl	10000.0	593	965
MCF7	Fedratinib (SAR302503, TG101348)	10.0	458	952
MCF7	Fedratinib (SAR302503, TG101348)	100.0	513	682
MCF7	Fedratinib (SAR302503, TG101348)	1000.0	427	1962
MCF7	Fedratinib (SAR302503, TG101348)	10000.0	170	6577
MCF7	Filgotinib (GLPG0634)	10.0	565	729
MCF7	Filgotinib (GLPG0634)	100.0	456	1048
MCF7	Filgotinib (GLPG0634)	1000.0	412	1372
MCF7	Filgotinib (GLPG0634)	10000.0	375	1969
MCF7	Flavopiridol HCl	10.0	261	2034
MCF7	Flavopiridol HCl	100.0	187	6975
MCF7	Flavopiridol HCl	1000.0	31	15879
MCF7	Flavopiridol HCl	10000.0	19	17009
